position_sun,velocity_sun,position_earth,velocity_earth,position_jupiter,velocity_jupiter,position_saturn,velocity_saturn,position_neptune,velocity_neptune,position_uranus,velocity_uranus,position_venus,velocity_venus,position_mars,velocity_mars,position_mercury,velocity_mercury
"76111.33777920718,1289465.442358301,-16786.84508455259","-0.01373601928295398,0.004669835471171533,0.0003337000309402845","24899810.94555408,146439419.0825631,35937.01218219846","-29.8522872092904,4.919453120002837,0.001944440600927466","-362019370.6697598,-713935934.7414199,10994548.83374551","11.50352499243559,-5.286762824081845,-0.2370586418817116","-99842389.76883993,-1501678251.395773,30560192.89123511","9.09747301784763,-0.6796269780425825,-0.3475388728641299","3258290585.667779,-3100074477.582197,-11227250.26927352","3.711071012183951,3.968699689582702,-0.1672428565137865","2973833534.581679,-439603689.6972475,-40372634.00305232","0.9430546799110718,6.420302775680113,0.01180431896254985","104993174.3115989,-26876999.85219274,-6458574.069420721","8.883433263174314,33.67111663585253,-0.06905670425254407","-220106724.2852485,117622850.5933559,7901379.928189419","-10.39794706611662,-19.36547533708528,-0.1455454085427084","-23866977.76985473,42752758.61055388,5569107.51340946","-51.99166945790385,-22.44530644583435,2.963225884856161"
"-387994.877267444,1336878.62841304,-5099.863931369619","-0.01506278535123984,-0.001859936547621988,0.0004009746462659534","25097119.05340513,146385592.8317593,48150.40416831523","-29.85216972055787,5.054532778680186,0.001061267799917776","31301052.18973172,-781945131.5990739,2436190.863657832","12.90262341360913,1.141073952508231,-0.2943340051285298","187103379.5235567,-1493954837.178237,19062137.61755836","9.041117326185026,1.165842859061731,-0.3782001338181077","3372928107.860409,-2972693182.831491,-16490431.26890612","3.558606716802696,4.108611743395267,-0.1666168796553869","2996321048.921145,-236227844.3507109,-39901935.10535792","0.4825342108322166,6.472454481479803,0.01793734802726998","-92921496.87615104,-54290523.6061534,4611934.375556698","17.7812394226539,-30.18372037461392,-1.428347323465905","198762396.0618293,-54495751.23069467,-6134140.564983357","7.478443708571358,25.37970039322645,0.3439176665336792","-58819325.0131182,-1932063.737316084,5115519.299609901","-7.416465083796312,-46.49907727134583,-3.105885993087668"
"-840273.800762378,1166668.500085799,7413.792150203721","-0.01279851833483853,-0.008748077480072603,0.000377600871024624","25308693.88859002,146101103.8617582,59722.71372409165","-29.81853977371073,5.161598764729725,0.0008522083005018111","414804836.1709356,-640162610.7892056,-6744620.225547433","10.81162535663324,7.720175056785438,-0.2737506359337751","466789002.4754344,-1428511496.506698,6825987.445855618","8.636803502807028,2.971631293104374,-0.3945668015847948","3482662078.647175,-2840990775.072182,-21729911.50413895","3.399955344261572,4.242116785781616,-0.1660727081456588","3004240339.314698,-31703661.70688231,-39237234.58894665","0.01929572848710987,6.493127904708154,0.02410480976114782","28311845.17934966,104954435.6654103,-305885.4777075797","-33.84846086685481,9.29112456696935,2.080716624887373","-245918812.0847734,40099055.5614562,6927297.950930886","-2.884577674000674,-21.88492666151221,-0.3851019693672768","-46926826.52386081,-48048255.20428286,245954.9501667805","25.65348819654265,-31.02731776787142,-4.893234276545179"
"-1171018.606502453,805624.9817529421,18111.68195683497","-0.007503459931431114,-0.01380887594228176,0.0002869487541032343","25653991.03889114,145619586.9770293,70713.24733125418","-29.77507774016982,5.307548208128509,0.002262334208196437","677326428.2724594,-314408606.6031115,-13948340.35657007","5.35111478195996,12.46240637519499,-0.1702409034700754","728358508.3288833,-1307585313.544155,-5676529.020706296","7.893783741537749,4.676016814994727,-0.3957616023853623","3587326223.830384,-2705153761.36074,-26937775.48093641","3.236303759794842,4.370925594701535,-0.1645374332515239","2997534243.955528,172972997.0257384,-38381516.7393434","-0.4448243538046945,6.482166218578119,0.03024820692225028","53000293.06018475,-93602380.57249199,-4364633.866291251","30.1295813729645,17.29472075662774,-1.513965619660531","204828394.3149861,41804116.95336727,-4257547.582623562","-3.779300084713461,25.80460607011695,0.6337102358011588","-8999505.311713034,-68277211.78065273,-4889348.133153606","38.63545492512125,-2.969102119876897,-3.802870291602277"
"-1293289.70058329,337818.6165149656,24598.35213447041","-2.797768684045644e-05,-0.01514961448102373,0.0001242155791627104","26180159.17555424,145041963.2041702,76432.31381575018","-29.76644429188768,5.438210896795574,-2.137514503730564e-05","731785726.626046,106818531.8538564,-16864191.30296341","-2.028537521761701,13.54063872805018,-0.008883783344865392","961334151.5179777,-1135318164.261345,-17955981.32878178","6.827630708680672,6.21921779909465,-0.3811653770056691","3686764448.776527,-2565375096.381149,-32106141.77467823","3.068672776323792,4.49280635942246,-0.1631493916606175","2976205349.159797,376803210.1997482,-37338580.0993751","-0.9079057731533585,6.439520672630132,0.03621804016496633","-105002935.9165067,28239032.4179492,6392737.100236258","-9.272289220980984,-33.9955026101635,0.08667537662488911","-242119834.0237657,-42721998.39701436,5124778.440650666","5.194158601861226,-21.8138765006637,-0.5847641840713846","32802389.44813323,-54391799.88631657,-7578215.031518467","31.63001240701306,28.18774071908116,-0.6175258363144653"
"-1184630.524395389,-110749.1004574096,25854.01189429522","0.00690949590990748,-0.0126894292758398,-4.711987576009116e-05","26943128.00280496,144465919.1776186,77197.0196929425","-29.71691462221352,5.558479685758136,0.002065356474059143","555640487.2490145,494362231.642855,-14466561.58876964","-8.82303828386662,10.38147536747656,0.1564486898113264","1155879513.940261,-917711615.7075679,-29516680.72814566","5.463322966912075,7.542030315062394,-0.3505859195807917","3780826494.760109,-2421855904.187228,-37228113.2596252","2.895561962605195,4.608099282387879,-0.1616039779860856","2940318674.20557,578788716.3610723,-36113046.39487764","-1.367840908182498,6.365222455500483,0.04190022563157125","93883270.64745092,51692753.28628816,-4787394.209917588","-16.8623747062703,30.58563431188996,1.380775128550201","171734351.5446724,129891430.4845552,-1565434.119953938","-13.60444134956168,21.40724757131623,0.7866139959834131","52591469.07688988,-8234439.085383981,-5593362.218481604","-2.131331585447666,50.38265133072506,4.303682048274801"
"-895150.5474709931,-423701.4211090347,22410.39339166592","0.01099682460474941,-0.006953990759993101,-0.0001593677971798617","27896076.63185056,144031024.1308776,73743.15110593289","-29.6843586149692,5.716915304243903,0.000472562633968554","206336305.4599577,729190434.1108752,-7566439.003486186","-12.71716892229544,4.181235440516331,0.2687875748102324","1303124220.174701,-662624649.5511777,-39868512.73187271","3.83649551786687,8.585862558437894,-0.3044176167140971","3869369171.108371,-2274801214.303669,-42295612.2705915","2.718553594800512,4.717594367042124,-0.1593487465480965","2890004174.811652,777933411.1037705,-34710359.66152608","-1.822501888263119,6.259336831352104,0.04729673755978636","-29485777.73765178,-105206755.0595514,288538.8977311179","33.55664729670815,-9.373593333917132,-2.064539390516392","-207611982.3152525,-120008920.6940833,2672936.307732463","13.0781538269562,-18.92431393763346,-0.7209109771375317","20176818.36416388,40716969.80224854,1432498.058186444","-53.06091783191157,24.16182686600039,6.861472974064899"
"-530035.2619467243,-540874.6690463732,16320.92437931467","0.01175211132162114,-0.0004420554354694949,-0.0002130047158471187","28913715.60223532,143791029.1983286,66387.75873456895","-29.67630121999657,5.844550799989379,0.0008427398941739384","-205299305.7899551,749549599.3474272,1596131.18617636","-12.75221713137136,-2.833476119003916,0.2977621457871953","1395536024.786535,-379742047.9458452,-48541734.15868105","1.995907729981921,9.294364854026217,-0.2437114690377262","3952259190.325751,-2124422487.527699,-47301177.99125636","2.537922777568816,4.819053629987191,-0.1575826540221104","2825455244.202502,973244604.9970149,-33136778.8320176","-2.269946599676814,6.122037539399416,0.05247748854084167","-51985109.37917379,93737276.51711549,4241501.337144352","-30.84831967170732,-16.97403354646489,1.55992682873553","108350601.4356669,195631932.1683179,1403283.590172902","-20.22732823369609,13.80240185083209,0.7922805800318073","-40076232.8186873,30920119.52437227,6225260.463358702","-40.23057769831812,-36.07555110420604,0.7694410663048146"
"-199299.0472760833,-464813.285480333,10038.39890354979","0.009033057727304113,0.004873864878573805,-0.0001792310902495725","29900603.64331601,143727580.3135459,60692.03231678158","-29.62960003794587,5.974981604761595,0.001673846841649063","-562104751.4789723,563739915.7789431,10357009.00211757","-9.403015625517993,-8.613855504631815,0.2458793101160586","1427350719.256283,-80461424.198315,-55106001.92157161","0.005040208446061814,9.616501160593495,-0.1702459939749486","4029368886.106959,-1970937260.035049,-52237957.12149668","2.352270195014147,4.913869758294528,-0.1553997795920044","2746926815.43004,1163736658.720495,-31399371.74595779","-2.708362634031761,5.953656261474607,0.05747966202717114","103814280.7041792,-31844233.24733494,-6421880.019402435","9.938122840577018,33.37772147644931,-0.132350797835576","-145353952.2439647,-180514662.9275842,-137977.1264422387","19.80864511693254,-13.13999367679534,-0.7679164125405888","-59048886.75357324,-19074951.49057038,3917847.336860278","4.609841018798932,-44.29579092437893,-4.03433741280587"
"14688.77864048174,-251452.6864044766,5493.664288255924","0.004391379772149707,0.008200147392717258,-9.544954341664073e-05","30766969.9672806,143814449.6567433,55256.50221445411","-29.61526941330842,6.131298597238552,0.0002028156817988069","-775737256.2149059,232648484.0286583,16487526.62413669","-3.904167014014647,-11.90755126236022,0.1356075621947053","1395050177.978531,222340944.8909571,-59193554.78134638","-2.056958384900926,9.511009226622619,-0.08654691981715334","4100579886.08433,-1814565877.84883,-57097935.38145137","2.163709416832309,5.002019732465519,-0.1527386528134054","2654735652.286608,1348435353.204045,-29506002.51317668","-3.135890732332255,5.754647685644849,0.06226638475725377","-94183098.4336926,-52953626.39808731,4755547.708527677","16.85748390353933,-30.72083282856689,-1.382099132940006","27109919.11126567,230771680.4114858,4158673.520652011","-23.11506522184629,4.874673086166518,0.6772918214960484","-36408753.52320896,-58642266.04831235,-1395750.501948051","31.5115709008059,-23.41006631478347,-4.812567647445422"
"67014.1419037187,19630.97424558451,4024.671570652895","-0.0008595511959881448,0.008560037966295394,2.814369446180534e-06","31470316.93542995,143952037.9470483,53657.39429149032","-29.60157581724469,6.245619169028884,0.002314693498073339","-800436164.7560022,-155779091.181519,18606235.58644135","2.345709469473513,-12.21997525879886,-0.003564703243992717","1297853301.055422,514708250.3651935,-60525770.13727313","-4.095388833944834,8.951995897508397,0.004048161044379217","4165783883.21572,-1655535260.056159,-61874271.36870801","1.971750684385026,5.081998913291393,-0.1503965833362879","2549261525.362127,1526382036.471322,-27465309.2149567","-3.550497782934293,5.525560162119286,0.0667676850578034","32447605.49205879,102866346.1390139,-505798.0205994397","-33.52374573325804,10.3579404104211,2.076159924615272","-62355137.27721566,-213999456.4054164,-2914335.743006915","24.19557807958699,-4.70988098838101,-0.7010953227097596","5312593.338441167,-68512620.94466406,-6064461.156580731","38.81063896501268,6.274477804890476,-3.066576989304081"
"-44317.41440419073,263117.8272887926,5945.585998150971","-0.005836731732375714,0.006332852611378927,0.0001151772552481405","32020045.72672056,144043377.3328031,55512.43105078489","-29.55658167203224,6.378999780078988,0.0005276079590426086","-633852849.6477516,-507033024.5929438,16280018.05846825","8.013068739708158,-9.59539765524261,-0.1413144506057313","1138159174.530439,782200494.9013885,-58941510.3001571","-6.003290436456751,7.935900977760227,0.09733227639037167","4224878861.295311,-1494076780.043605,-66560182.56418169","1.775669157242025,5.155528918008497,-0.1472584730493303","2430948403.509875,1696637719.162564,-25286671.54668975","-3.950006567186962,5.267053786951207,0.07096145422055233","51207708.63234569,-95760760.97182715,-4231322.541751042","30.65109048788619,16.37641691267742,-1.556086318721999","-58798431.97566334,232837706.0787995,6329130.732206121","-22.55570131671891,-3.883322744993809,0.4803009174662407","43619039.64387839,-43523236.54462976,-7586761.82147111","24.84050360592227,36.75972208831114,0.7053474057047389"
"-284454.5193215093,399852.8482121211,10745.61766368913","-0.008920620006700509,0.002029782181955493,0.0001860593861112755","32435412.77334259,144039548.8743216,59263.40391907841","-29.54777809938656,6.522423344766846,0.001976741634850399","-314095031.4038543,-735068684.2250135,10018194.18355525","11.86538631121087,-4.521099442664335,-0.2482063077541159","921852790.5109832,1010701076.005846,-54423565.05937636","-7.667288957984111,6.487518849188078,0.1885072151420735","4277773455.442826,-1330424286.14465,-71148013.34559262","1.577999479355769,5.221672301222904,-0.1438411915857061","2300305486.234805,1858287113.731282,-22980175.70286155","-4.332243429411598,4.979930906027408,0.07488494810334134","-103056418.7151377,31544642.48186504,6367802.607867723","-10.33633773377479,-33.67582633324832,0.1509963058991914","29985558.99680423,-212526637.9514382,-5192013.486612603","24.91742661723192,5.477325739907692,-0.50597412627157","50181709.13341137,9326949.66852048,-3912970.213620913","-17.89826897184718,50.19407997138089,5.739435172885962"
"-586005.4228826927,373613.6298422582,17183.9305220505","-0.009412783206010964,-0.003834524268758738,0.0002045190534153843","32787658.454607,143866574.403887,66434.56798027456","-29.5175195092096,6.626310980626675,0.001698342860445567","84177430.3834704,-776581260.234359,1242305.448058486","12.83692521376848,2.023884094927454,-0.2964361710886219","658367211.0224426,1187400377.625426,-47118639.18514603","-8.977182150569915,4.66462902745283,0.2723993491826542","4324385412.803102,-1164817664.149199,-75631591.05764824","1.377403331056162,5.279543722655377,-0.1405894760476034","2157907815.438129,2010442426.418713,-20556593.38734746","-4.695141983942895,4.66513286755434,0.0785624315496607","96053806.98524709,49217136.9697645,-4924649.424410434","-15.92026466390006,31.09772613945977,1.332807542854811","-137595184.3583127,203907423.5010518,7680591.030202836","-19.17038130494919,-11.48748495752554,0.2372375615871056","1507607.923800179,46320376.4730413,3568742.756075721","-58.43015571517167,4.035420772169818,5.713556055199133"
